message,label
Get loan of ₹5 lakhs instantly. send documents on WhatsApp. Apply through unauthorized portal.,fake
Apply for a personal loan of ₹2 lakhs via LinkedIn job post. Offer through banking channels.,real
Urgent hiring for delivery agent at Swiggy. urgent processing. Apply now via Telegram group.,fake
Urgent hiring for delivery agent at Swiggy. send documents on WhatsApp. Apply now via WhatsApp link.,fake
"Apply for a personal loan of ₹50,000 via Naukri listing. Offer minimal interest.",real
Get loan of ₹10 lakhs instantly. send documents on WhatsApp. Apply through unauthorized portal.,fake
Flipkart is hiring for data analyst. Apply via LinkedIn job post. Process includes minimal interest.,real
"Get loan of ₹50,000 instantly. limited time offer. Apply through WhatsApp link.",fake
Apply for a personal loan of ₹10 lakhs via email from HR. Offer minimal interest.,real
Get loan of ₹5 lakhs instantly. limited time offer. Apply through direct recruiter number.,fake
"Get loan of ₹50,000 instantly. pay registration fee. Apply through direct recruiter number.",fake
Flipkart is hiring for marketing intern. Apply via Naukri listing. Process includes minimal interest.,real
"Apply for a personal loan of ₹50,000 via LinkedIn job post. Offer processed within 7 days.",real
Zomato is hiring for customer support. Apply via company website. Process includes through banking channels.,real
"Apply for a personal loan of ₹50,000 via email from HR. Offer processed within 7 days.",real
Get loan of ₹10 lakhs instantly. instant approval. Apply through Google Form.,fake
"Apply for a personal loan of ₹50,000 via Naukri listing. Offer KYC required.",real
Urgent hiring for data analyst at Infosys. limited time offer. Apply now via WhatsApp link.,fake
Get loan of ₹1 lakh instantly. urgent processing. Apply through Telegram group.,fake
Get loan of ₹2 lakhs instantly. send documents on WhatsApp. Apply through WhatsApp link.,fake
Apply for a personal loan of ₹2 lakhs via email from HR. Offer RBI approved.,real
Get loan of ₹1 lakh instantly. instant approval. Apply through direct recruiter number.,fake
Infosys is hiring for software engineer. Apply via email from HR. Process includes RBI approved.,real
"Apply for a personal loan of ₹50,000 via official career page. Offer RBI approved.",real
Urgent hiring for marketing intern at Tech Mahindra. send documents on WhatsApp. Apply now via Google Form.,fake
"Get loan of ₹50,000 instantly. urgent processing. Apply through unauthorized portal.",fake
Urgent hiring for software engineer at Zomato. pay registration fee. Apply now via Telegram group.,fake
Zomato is hiring for sales executive. Apply via official career page. Process includes RBI approved.,real
Get loan of ₹2 lakhs instantly. limited time offer. Apply through WhatsApp link.,fake
Apply for a personal loan of ₹5 lakhs via company website. Offer minimal interest.,real
Swiggy is hiring for software engineer. Apply via LinkedIn job post. Process includes KYC required.,real
Apply for a personal loan of ₹1 lakh via official career page. Offer KYC required.,real
Capgemini is hiring for software engineer. Apply via official career page. Process includes minimal interest.,real
Flipkart is hiring for data analyst. Apply via LinkedIn job post. Process includes through banking channels.,real
Get loan of ₹5 lakhs instantly. limited time offer. Apply through direct recruiter number.,fake
Apply for a personal loan of ₹10 lakhs via official career page. Offer processed within 7 days.,real
Apply for a personal loan of ₹2 lakhs via Naukri listing. Offer processed within 7 days.,real
Urgent hiring for data analyst at TCS. instant approval. Apply now via direct recruiter number.,fake
Urgent hiring for delivery agent at TCS. pay registration fee. Apply now via unauthorized portal.,fake
"Apply for a personal loan of ₹50,000 via email from HR. Offer KYC required.",real
Urgent hiring for sales executive at Swiggy. urgent processing. Apply now via Google Form.,fake
Get loan of ₹10 lakhs instantly. urgent processing. Apply through direct recruiter number.,fake
Get loan of ₹1 lakh instantly. send documents on WhatsApp. Apply through unauthorized portal.,fake
Get loan of ₹2 lakhs instantly. pay registration fee. Apply through direct recruiter number.,fake
Apply for a personal loan of ₹10 lakhs via LinkedIn job post. Offer KYC required.,real
Apply for a personal loan of ₹10 lakhs via company website. Offer minimal interest.,real
Urgent hiring for delivery agent at Tech Mahindra. send documents on WhatsApp. Apply now via WhatsApp link.,fake
Apply for a personal loan of ₹1 lakh via company website. Offer processed within 7 days.,real
Apply for a personal loan of ₹2 lakhs via official career page. Offer RBI approved.,real
Get loan of ₹5 lakhs instantly. instant approval. Apply through direct recruiter number.,fake
Get loan of ₹2 lakhs instantly. instant approval. Apply through unauthorized portal.,fake
Tech Mahindra is hiring for customer support. Apply via Naukri listing. Process includes processed within 7 days.,real
HCL is hiring for sales executive. Apply via Naukri listing. Process includes minimal interest.,real
Get loan of ₹1 lakh instantly. pay registration fee. Apply through Telegram group.,fake
Apply for a personal loan of ₹2 lakhs via official career page. Offer processed within 7 days.,real
TCS is hiring for sales executive. Apply via Naukri listing. Process includes through banking channels.,real
Urgent hiring for customer support at HCL. send documents on WhatsApp. Apply now via Google Form.,fake
Swiggy is hiring for sales executive. Apply via Naukri listing. Process includes minimal interest.,real
Apply for a personal loan of ₹5 lakhs via Naukri listing. Offer KYC required.,real
"Get loan of ₹50,000 instantly. pay registration fee. Apply through Google Form.",fake
Capgemini is hiring for delivery agent. Apply via LinkedIn job post. Process includes processed within 7 days.,real
TCS is hiring for data analyst. Apply via Naukri listing. Process includes KYC required.,real
"Get loan of ₹50,000 instantly. instant approval. Apply through Google Form.",fake
Tech Mahindra is hiring for sales executive. Apply via email from HR. Process includes through banking channels.,real
HCL is hiring for software engineer. Apply via Naukri listing. Process includes KYC required.,real
Get loan of ₹1 lakh instantly. urgent processing. Apply through Google Form.,fake
Capgemini is hiring for marketing intern. Apply via Naukri listing. Process includes processed within 7 days.,real
Infosys is hiring for data analyst. Apply via email from HR. Process includes processed within 7 days.,real
ICICI is hiring for software engineer. Apply via company website. Process includes RBI approved.,real
Urgent hiring for customer support at Tech Mahindra. pay registration fee. Apply now via WhatsApp link.,fake
Get loan of ₹2 lakhs instantly. instant approval. Apply through Telegram group.,fake
Get loan of ₹2 lakhs instantly. pay registration fee. Apply through Telegram group.,fake
Get loan of ₹5 lakhs instantly. pay registration fee. Apply through Telegram group.,fake
Urgent hiring for customer support at ICICI. pay registration fee. Apply now via unauthorized portal.,fake
Get loan of ₹5 lakhs instantly. limited time offer. Apply through Telegram group.,fake
Get loan of ₹2 lakhs instantly. urgent processing. Apply through WhatsApp link.,fake
Urgent hiring for customer support at Tech Mahindra. pay registration fee. Apply now via direct recruiter number.,fake
"Apply for a personal loan of ₹50,000 via email from HR. Offer KYC required.",real
"Apply for a personal loan of ₹50,000 via official career page. Offer through banking channels.",real
TCS is hiring for sales executive. Apply via LinkedIn job post. Process includes KYC required.,real
Get loan of ₹5 lakhs instantly. instant approval. Apply through WhatsApp link.,fake
Get loan of ₹2 lakhs instantly. limited time offer. Apply through unauthorized portal.,fake
Get loan of ₹10 lakhs instantly. send documents on WhatsApp. Apply through unauthorized portal.,fake
TCS is hiring for sales executive. Apply via LinkedIn job post. Process includes through banking channels.,real
Apply for a personal loan of ₹10 lakhs via email from HR. Offer KYC required.,real
Apply for a personal loan of ₹10 lakhs via Naukri listing. Offer through banking channels.,real
Get loan of ₹5 lakhs instantly. pay registration fee. Apply through Telegram group.,fake
Zomato is hiring for marketing intern. Apply via company website. Process includes processed within 7 days.,real
"Apply for a personal loan of ₹50,000 via company website. Offer KYC required.",real
Get loan of ₹2 lakhs instantly. instant approval. Apply through Google Form.,fake
Get loan of ₹5 lakhs instantly. pay registration fee. Apply through direct recruiter number.,fake
"Apply for a personal loan of ₹50,000 via company website. Offer KYC required.",real
HCL is hiring for software engineer. Apply via company website. Process includes KYC required.,real
Apply for a personal loan of ₹10 lakhs via company website. Offer RBI approved.,real
Get loan of ₹10 lakhs instantly. send documents on WhatsApp. Apply through direct recruiter number.,fake
Get loan of ₹1 lakh instantly. pay registration fee. Apply through Google Form.,fake
Urgent hiring for marketing intern at Swiggy. limited time offer. Apply now via unauthorized portal.,fake
Urgent hiring for software engineer at Swiggy. limited time offer. Apply now via direct recruiter number.,fake
Apply for a personal loan of ₹2 lakhs via company website. Offer processed within 7 days.,real
Get loan of ₹1 lakh instantly. urgent processing. Apply through Google Form.,fake
Get loan of ₹5 lakhs instantly. urgent processing. Apply through unauthorized portal.,fake
Apply for a personal loan of ₹1 lakh via LinkedIn job post. Offer minimal interest.,real
Flipkart is hiring for customer support. Apply via email from HR. Process includes processed within 7 days.,real
Get loan of ₹1 lakh instantly. urgent processing. Apply through direct recruiter number.,fake
Urgent hiring for customer support at Tech Mahindra. instant approval. Apply now via unauthorized portal.,fake
Urgent hiring for data analyst at Capgemini. send documents on WhatsApp. Apply now via unauthorized portal.,fake
Urgent hiring for customer support at Infosys. send documents on WhatsApp. Apply now via WhatsApp link.,fake
Apply for a personal loan of ₹10 lakhs via Naukri listing. Offer KYC required.,real
"Get loan of ₹50,000 instantly. send documents on WhatsApp. Apply through WhatsApp link.",fake
Urgent hiring for delivery agent at Zomato. limited time offer. Apply now via unauthorized portal.,fake
"Apply for a personal loan of ₹50,000 via official career page. Offer processed within 7 days.",real
Capgemini is hiring for software engineer. Apply via company website. Process includes RBI approved.,real
Get loan of ₹2 lakhs instantly. urgent processing. Apply through Telegram group.,fake
Get loan of ₹1 lakh instantly. instant approval. Apply through Telegram group.,fake
Apply for a personal loan of ₹2 lakhs via official career page. Offer minimal interest.,real
Urgent hiring for delivery agent at Capgemini. pay registration fee. Apply now via direct recruiter number.,fake
Get loan of ₹2 lakhs instantly. limited time offer. Apply through direct recruiter number.,fake
Zomato is hiring for data analyst. Apply via email from HR. Process includes minimal interest.,real
Urgent hiring for software engineer at Capgemini. pay registration fee. Apply now via WhatsApp link.,fake
Capgemini is hiring for customer support. Apply via company website. Process includes RBI approved.,real
"Get loan of ₹50,000 instantly. send documents on WhatsApp. Apply through Telegram group.",fake
Get loan of ₹2 lakhs instantly. instant approval. Apply through Telegram group.,fake
HCL is hiring for software engineer. Apply via Naukri listing. Process includes processed within 7 days.,real
Get loan of ₹5 lakhs instantly. send documents on WhatsApp. Apply through direct recruiter number.,fake
Apply for a personal loan of ₹10 lakhs via Naukri listing. Offer RBI approved.,real
Apply for a personal loan of ₹5 lakhs via official career page. Offer minimal interest.,real
"Apply for a personal loan of ₹50,000 via official career page. Offer minimal interest.",real
Zomato is hiring for delivery agent. Apply via email from HR. Process includes KYC required.,real
Get loan of ₹2 lakhs instantly. pay registration fee. Apply through Google Form.,fake
Urgent hiring for sales executive at TCS. limited time offer. Apply now via unauthorized portal.,fake
Urgent hiring for customer support at Infosys. limited time offer. Apply now via Google Form.,fake
Urgent hiring for sales executive at Infosys. pay registration fee. Apply now via Telegram group.,fake
Flipkart is hiring for marketing intern. Apply via official career page. Process includes RBI approved.,real
Urgent hiring for customer support at Axis Bank. urgent processing. Apply now via unauthorized portal.,fake
Get loan of ₹10 lakhs instantly. limited time offer. Apply through Google Form.,fake
Get loan of ₹10 lakhs instantly. instant approval. Apply through Google Form.,fake
Axis Bank is hiring for delivery agent. Apply via LinkedIn job post. Process includes RBI approved.,real
Get loan of ₹2 lakhs instantly. pay registration fee. Apply through direct recruiter number.,fake
Urgent hiring for software engineer at Tech Mahindra. send documents on WhatsApp. Apply now via Telegram group.,fake
Get loan of ₹2 lakhs instantly. limited time offer. Apply through unauthorized portal.,fake
"Get loan of ₹50,000 instantly. limited time offer. Apply through Google Form.",fake
Urgent hiring for sales executive at Infosys. pay registration fee. Apply now via unauthorized portal.,fake
Axis Bank is hiring for sales executive. Apply via company website. Process includes minimal interest.,real
"Apply for a personal loan of ₹50,000 via company website. Offer through banking channels.",real
Get loan of ₹10 lakhs instantly. pay registration fee. Apply through Telegram group.,fake
Get loan of ₹1 lakh instantly. instant approval. Apply through Google Form.,fake
Get loan of ₹1 lakh instantly. urgent processing. Apply through Telegram group.,fake
Urgent hiring for customer support at Zomato. pay registration fee. Apply now via Telegram group.,fake
Zomato is hiring for sales executive. Apply via official career page. Process includes KYC required.,real
Urgent hiring for customer support at Infosys. urgent processing. Apply now via WhatsApp link.,fake
Apply for a personal loan of ₹5 lakhs via Naukri listing. Offer through banking channels.,real
Axis Bank is hiring for marketing intern. Apply via company website. Process includes processed within 7 days.,real
HCL is hiring for marketing intern. Apply via email from HR. Process includes minimal interest.,real
TCS is hiring for data analyst. Apply via official career page. Process includes RBI approved.,real
Urgent hiring for delivery agent at Infosys. urgent processing. Apply now via Google Form.,fake
Apply for a personal loan of ₹2 lakhs via LinkedIn job post. Offer through banking channels.,real
Capgemini is hiring for customer support. Apply via official career page. Process includes processed within 7 days.,real
Axis Bank is hiring for data analyst. Apply via LinkedIn job post. Process includes RBI approved.,real
Get loan of ₹1 lakh instantly. urgent processing. Apply through Telegram group.,fake
Get loan of ₹10 lakhs instantly. instant approval. Apply through WhatsApp link.,fake
Flipkart is hiring for sales executive. Apply via company website. Process includes through banking channels.,real
Urgent hiring for customer support at Zomato. pay registration fee. Apply now via direct recruiter number.,fake
Flipkart is hiring for marketing intern. Apply via company website. Process includes RBI approved.,real
Apply for a personal loan of ₹5 lakhs via LinkedIn job post. Offer RBI approved.,real
TCS is hiring for marketing intern. Apply via Naukri listing. Process includes through banking channels.,real
Urgent hiring for sales executive at ICICI. instant approval. Apply now via WhatsApp link.,fake
Get loan of ₹1 lakh instantly. limited time offer. Apply through Telegram group.,fake
"Get loan of ₹50,000 instantly. instant approval. Apply through Google Form.",fake
Zomato is hiring for marketing intern. Apply via Naukri listing. Process includes RBI approved.,real
Urgent hiring for data analyst at Infosys. pay registration fee. Apply now via direct recruiter number.,fake
Get loan of ₹1 lakh instantly. send documents on WhatsApp. Apply through direct recruiter number.,fake
Get loan of ₹1 lakh instantly. instant approval. Apply through WhatsApp link.,fake
Get loan of ₹2 lakhs instantly. limited time offer. Apply through direct recruiter number.,fake
Zomato is hiring for sales executive. Apply via LinkedIn job post. Process includes minimal interest.,real
Apply for a personal loan of ₹2 lakhs via official career page. Offer minimal interest.,real
Urgent hiring for data analyst at Swiggy. urgent processing. Apply now via Google Form.,fake
"Apply for a personal loan of ₹50,000 via Naukri listing. Offer KYC required.",real
Apply for a personal loan of ₹2 lakhs via LinkedIn job post. Offer KYC required.,real
Get loan of ₹5 lakhs instantly. pay registration fee. Apply through WhatsApp link.,fake
Get loan of ₹10 lakhs instantly. urgent processing. Apply through direct recruiter number.,fake
Get loan of ₹10 lakhs instantly. limited time offer. Apply through WhatsApp link.,fake
HCL is hiring for software engineer. Apply via email from HR. Process includes KYC required.,real
Get loan of ₹1 lakh instantly. send documents on WhatsApp. Apply through unauthorized portal.,fake
Get loan of ₹5 lakhs instantly. limited time offer. Apply through unauthorized portal.,fake
Urgent hiring for marketing intern at ICICI. send documents on WhatsApp. Apply now via Google Form.,fake
Urgent hiring for customer support at ICICI. send documents on WhatsApp. Apply now via Google Form.,fake
Urgent hiring for data analyst at Infosys. instant approval. Apply now via Telegram group.,fake
Apply for a personal loan of ₹10 lakhs via Naukri listing. Offer RBI approved.,real
Urgent hiring for marketing intern at ICICI. send documents on WhatsApp. Apply now via direct recruiter number.,fake
Get loan of ₹2 lakhs instantly. send documents on WhatsApp. Apply through direct recruiter number.,fake
Capgemini is hiring for software engineer. Apply via LinkedIn job post. Process includes KYC required.,real
Zomato is hiring for sales executive. Apply via Naukri listing. Process includes minimal interest.,real
Apply for a personal loan of ₹1 lakh via email from HR. Offer KYC required.,real
Infosys is hiring for sales executive. Apply via email from HR. Process includes KYC required.,real
Urgent hiring for marketing intern at Infosys. urgent processing. Apply now via Google Form.,fake
Apply for a personal loan of ₹1 lakh via Naukri listing. Offer through banking channels.,real
Urgent hiring for marketing intern at Zomato. instant approval. Apply now via Telegram group.,fake
Apply for a personal loan of ₹2 lakhs via company website. Offer through banking channels.,real
Get loan of ₹10 lakhs instantly. limited time offer. Apply through WhatsApp link.,fake
Apply for a personal loan of ₹2 lakhs via company website. Offer through banking channels.,real
Apply for a personal loan of ₹1 lakh via official career page. Offer minimal interest.,real
Axis Bank is hiring for delivery agent. Apply via company website. Process includes through banking channels.,real
Urgent hiring for sales executive at Tech Mahindra. instant approval. Apply now via unauthorized portal.,fake
Capgemini is hiring for customer support. Apply via company website. Process includes processed within 7 days.,real
Urgent hiring for delivery agent at HCL. instant approval. Apply now via Google Form.,fake
Get loan of ₹5 lakhs instantly. send documents on WhatsApp. Apply through WhatsApp link.,fake
Apply for a personal loan of ₹5 lakhs via LinkedIn job post. Offer KYC required.,real
"Apply for a personal loan of ₹50,000 via LinkedIn job post. Offer minimal interest.",real
Apply for a personal loan of ₹2 lakhs via Naukri listing. Offer KYC required.,real
Axis Bank is hiring for delivery agent. Apply via email from HR. Process includes processed within 7 days.,real
Get loan of ₹1 lakh instantly. pay registration fee. Apply through unauthorized portal.,fake
Apply for a personal loan of ₹2 lakhs via official career page. Offer RBI approved.,real
Get loan of ₹5 lakhs instantly. send documents on WhatsApp. Apply through unauthorized portal.,fake
Get loan of ₹2 lakhs instantly. urgent processing. Apply through direct recruiter number.,fake
Urgent hiring for customer support at HCL. pay registration fee. Apply now via unauthorized portal.,fake
Zomato is hiring for data analyst. Apply via official career page. Process includes through banking channels.,real
Urgent hiring for marketing intern at Zomato. send documents on WhatsApp. Apply now via direct recruiter number.,fake
Urgent hiring for data analyst at ICICI. limited time offer. Apply now via Telegram group.,fake
Urgent hiring for marketing intern at TCS. urgent processing. Apply now via Google Form.,fake
Apply for a personal loan of ₹10 lakhs via LinkedIn job post. Offer through banking channels.,real
"Apply for a personal loan of ₹50,000 via official career page. Offer through banking channels.",real
Apply for a personal loan of ₹2 lakhs via Naukri listing. Offer KYC required.,real
Urgent hiring for delivery agent at Tech Mahindra. limited time offer. Apply now via direct recruiter number.,fake
Apply for a personal loan of ₹5 lakhs via email from HR. Offer KYC required.,real
Tech Mahindra is hiring for marketing intern. Apply via Naukri listing. Process includes KYC required.,real
"Apply for a personal loan of ₹50,000 via Naukri listing. Offer processed within 7 days.",real
Apply for a personal loan of ₹10 lakhs via company website. Offer RBI approved.,real
Apply for a personal loan of ₹10 lakhs via company website. Offer processed within 7 days.,real
Urgent hiring for software engineer at Infosys. limited time offer. Apply now via WhatsApp link.,fake
Get loan of ₹10 lakhs instantly. pay registration fee. Apply through WhatsApp link.,fake
Apply for a personal loan of ₹2 lakhs via LinkedIn job post. Offer KYC required.,real
Get loan of ₹2 lakhs instantly. send documents on WhatsApp. Apply through unauthorized portal.,fake
"Apply for a personal loan of ₹50,000 via LinkedIn job post. Offer KYC required.",real
Zomato is hiring for customer support. Apply via company website. Process includes RBI approved.,real
Flipkart is hiring for customer support. Apply via email from HR. Process includes KYC required.,real
Urgent hiring for marketing intern at Capgemini. pay registration fee. Apply now via unauthorized portal.,fake
Apply for a personal loan of ₹1 lakh via LinkedIn job post. Offer KYC required.,real
Tech Mahindra is hiring for sales executive. Apply via official career page. Process includes through banking channels.,real
Urgent hiring for software engineer at Capgemini. send documents on WhatsApp. Apply now via unauthorized portal.,fake
Apply for a personal loan of ₹1 lakh via official career page. Offer RBI approved.,real
"Get loan of ₹50,000 instantly. instant approval. Apply through Google Form.",fake
"Get loan of ₹50,000 instantly. instant approval. Apply through direct recruiter number.",fake
Get loan of ₹2 lakhs instantly. send documents on WhatsApp. Apply through Telegram group.,fake
Swiggy is hiring for data analyst. Apply via LinkedIn job post. Process includes minimal interest.,real
Get loan of ₹5 lakhs instantly. instant approval. Apply through unauthorized portal.,fake
Get loan of ₹5 lakhs instantly. limited time offer. Apply through Telegram group.,fake
Get loan of ₹2 lakhs instantly. urgent processing. Apply through unauthorized portal.,fake
Urgent hiring for data analyst at Flipkart. send documents on WhatsApp. Apply now via WhatsApp link.,fake
Capgemini is hiring for software engineer. Apply via company website. Process includes KYC required.,real
Get loan of ₹10 lakhs instantly. limited time offer. Apply through Google Form.,fake
Infosys is hiring for delivery agent. Apply via LinkedIn job post. Process includes processed within 7 days.,real
"Get loan of ₹50,000 instantly. instant approval. Apply through direct recruiter number.",fake
Zomato is hiring for data analyst. Apply via email from HR. Process includes through banking channels.,real
Urgent hiring for customer support at ICICI. urgent processing. Apply now via WhatsApp link.,fake
Urgent hiring for customer support at TCS. limited time offer. Apply now via Telegram group.,fake
Urgent hiring for sales executive at Swiggy. limited time offer. Apply now via direct recruiter number.,fake
"Get loan of ₹50,000 instantly. send documents on WhatsApp. Apply through direct recruiter number.",fake
Infosys is hiring for sales executive. Apply via Naukri listing. Process includes processed within 7 days.,real
"Get loan of ₹50,000 instantly. instant approval. Apply through unauthorized portal.",fake
Urgent hiring for sales executive at TCS. send documents on WhatsApp. Apply now via Google Form.,fake
Apply for a personal loan of ₹10 lakhs via company website. Offer RBI approved.,real
Urgent hiring for customer support at Tech Mahindra. pay registration fee. Apply now via Google Form.,fake
Get loan of ₹10 lakhs instantly. send documents on WhatsApp. Apply through direct recruiter number.,fake
Swiggy is hiring for data analyst. Apply via official career page. Process includes KYC required.,real
Get loan of ₹10 lakhs instantly. urgent processing. Apply through direct recruiter number.,fake
Urgent hiring for data analyst at HCL. limited time offer. Apply now via unauthorized portal.,fake
"Apply for a personal loan of ₹50,000 via LinkedIn job post. Offer minimal interest.",real
Urgent hiring for marketing intern at Flipkart. instant approval. Apply now via WhatsApp link.,fake
Axis Bank is hiring for customer support. Apply via Naukri listing. Process includes through banking channels.,real
"Apply for a personal loan of ₹50,000 via official career page. Offer RBI approved.",real
Urgent hiring for marketing intern at Infosys. urgent processing. Apply now via direct recruiter number.,fake
Urgent hiring for customer support at Swiggy. instant approval. Apply now via Telegram group.,fake
Apply for a personal loan of ₹2 lakhs via Naukri listing. Offer KYC required.,real
Tech Mahindra is hiring for software engineer. Apply via LinkedIn job post. Process includes through banking channels.,real
Apply for a personal loan of ₹2 lakhs via LinkedIn job post. Offer KYC required.,real
ICICI is hiring for customer support. Apply via company website. Process includes through banking channels.,real
"Get loan of ₹50,000 instantly. send documents on WhatsApp. Apply through WhatsApp link.",fake
ICICI is hiring for data analyst. Apply via LinkedIn job post. Process includes processed within 7 days.,real
Urgent hiring for software engineer at TCS. send documents on WhatsApp. Apply now via direct recruiter number.,fake
Infosys is hiring for sales executive. Apply via Naukri listing. Process includes RBI approved.,real
Apply for a personal loan of ₹10 lakhs via LinkedIn job post. Offer through banking channels.,real
Get loan of ₹10 lakhs instantly. instant approval. Apply through direct recruiter number.,fake
