message,label
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via amazon.jobs.,real
"Get your instant loan of ₹50,000. Just pay ₹799 to start the process.",fake
"You are eligible for a personal loan of ₹50,000. Apply securely via tcs.com/careers.",real
You are eligible for a personal loan of ₹1 lakh. Apply securely via amazon.jobs.,real
Get your instant loan of ₹3 lakhs. Just WhatsApp resume to start the process.,fake
Flipkart is hiring driver. Candidates must submit resume via careers page via linkedin.com.,real
Immediate job opening for support staff at Infosys. Telegram interview to hr.infosys@gmail.com.,fake
You are eligible for a personal loan of ₹5 lakhs. Apply securely via careers.infosys.com.,real
Immediate job opening for driver at Infosys. Google Form submission to hr.infosys@job-offer-portal.net.,fake
Get your instant loan of ₹5 lakhs. Just Telegram interview to start the process.,fake
Immediate job opening for security officer at Amazon. send ₹1299 to hr.amazon@yahoo.in.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via amazon.jobs.,real
Get your instant loan of ₹2.5 lakhs. Just Google Form submission to start the process.,fake
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via naukri.com.,real
Tech Mahindra is hiring software developer. Candidates must interview scheduled officially via careers.infosys.com.,real
You are eligible for a personal loan of ₹5 lakhs. Apply securely via tcs.com/careers.,real
"You are eligible for a personal loan of ₹50,000. Apply securely via linkedin.com.",real
Get your instant loan of ₹5 lakhs. Just send ₹1299 to start the process.,fake
"You are eligible for a personal loan of ₹50,000. Apply securely via naukri.com.",real
"Get your instant loan of ₹50,000. Just WhatsApp resume to start the process.",fake
Immediate job opening for data entry operator at Zomato. WhatsApp resume to hr.zomato@job-offer-portal.net.,fake
Amazon is hiring security officer. Candidates must HR email confirmation via amazon.jobs.,real
Get your instant loan of ₹10 lakhs. Just Google Form submission to start the process.,fake
Tech Mahindra is hiring backend engineer. Candidates must apply online via amazon.jobs.,real
"You are eligible for a personal loan of ₹50,000. Apply securely via tcs.com/careers.",real
Amazon is hiring security officer. Candidates must interview scheduled officially via careers.infosys.com.,real
Immediate job opening for driver at Amazon. Google Form submission to hr.amazon@job-offer-portal.net.,fake
Get your instant loan of ₹1 lakh. Just Telegram interview to start the process.,fake
Capgemini is hiring security officer. Candidates must HR email confirmation via naukri.com.,real
Get your instant loan of ₹3 lakhs. Just pay ₹799 to start the process.,fake
Get your instant loan of ₹3 lakhs. Just WhatsApp resume to start the process.,fake
Immediate job opening for software developer at Infosys. pay ₹799 to hr.infosys@yahoo.in.,fake
Get your instant loan of ₹10 lakhs. Just pay ₹799 to start the process.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via tcs.com/careers.,real
Immediate job opening for data entry operator at HCL. Telegram interview to hr.hcl@yahoo.in.,fake
Get your instant loan of ₹2.5 lakhs. Just WhatsApp resume to start the process.,fake
TCS is hiring security officer. Candidates must submit resume via careers page via linkedin.com.,real
"You are eligible for a personal loan of ₹50,000. Apply securely via naukri.com.",real
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via amazon.jobs.,real
Immediate job opening for software developer at Tech Mahindra. Telegram interview to hr.tech mahindra@india-recruitments.in.,fake
Immediate job opening for support staff at Infosys. Google Form submission to hr.infosys@job-offer-portal.net.,fake
"You are eligible for a personal loan of ₹50,000. Apply securely via amazon.jobs.",real
You are eligible for a personal loan of ₹1 lakh. Apply securely via amazon.jobs.,real
Immediate job opening for backend engineer at Infosys. pay ₹799 to hr.infosys@gmail.com.,fake
Immediate job opening for driver at Tech Mahindra. WhatsApp resume to hr.tech mahindra@job-offer-portal.net.,fake
Get your instant loan of ₹3 lakhs. Just WhatsApp resume to start the process.,fake
Zomato is hiring data entry operator. Candidates must apply online via linkedin.com.,real
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via naukri.com.,real
Wipro is hiring data entry operator. Candidates must submit resume via careers page via amazon.jobs.,real
Get your instant loan of ₹2.5 lakhs. Just send ₹1299 to start the process.,fake
Immediate job opening for security officer at Amazon. pay ₹799 to hr.amazon@india-recruitments.in.,fake
Immediate job opening for software developer at TCS. send ₹1299 to hr.tcs@yahoo.in.,fake
"You are eligible for a personal loan of ₹50,000. Apply securely via amazon.jobs.",real
You are eligible for a personal loan of ₹3 lakhs. Apply securely via careers.infosys.com.,real
You are eligible for a personal loan of ₹1 lakh. Apply securely via linkedin.com.,real
Amazon is hiring security officer. Candidates must interview scheduled officially via tcs.com/careers.,real
Amazon is hiring software developer. Candidates must interview scheduled officially via tcs.com/careers.,real
Get your instant loan of ₹1 lakh. Just Telegram interview to start the process.,fake
Zomato is hiring driver. Candidates must HR email confirmation via careers.infosys.com.,real
Get your instant loan of ₹1 lakh. Just pay ₹799 to start the process.,fake
"Get your instant loan of ₹50,000. Just Telegram interview to start the process.",fake
Get your instant loan of ₹2.5 lakhs. Just WhatsApp resume to start the process.,fake
Get your instant loan of ₹2.5 lakhs. Just send ₹1299 to start the process.,fake
Get your instant loan of ₹3 lakhs. Just pay ₹799 to start the process.,fake
Capgemini is hiring security officer. Candidates must apply online via tcs.com/careers.,real
"You are eligible for a personal loan of ₹50,000. Apply securely via amazon.jobs.",real
TCS is hiring software developer. Candidates must HR email confirmation via careers.infosys.com.,real
"Get your instant loan of ₹50,000. Just Telegram interview to start the process.",fake
Get your instant loan of ₹2.5 lakhs. Just Telegram interview to start the process.,fake
Tech Mahindra is hiring driver. Candidates must submit resume via careers page via linkedin.com.,real
Get your instant loan of ₹3 lakhs. Just Google Form submission to start the process.,fake
Tech Mahindra is hiring support staff. Candidates must submit resume via careers page via careers.infosys.com.,real
Immediate job opening for driver at Amazon. WhatsApp resume to hr.amazon@job-offer-portal.net.,fake
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via linkedin.com.,real
Immediate job opening for data entry operator at Flipkart. Telegram interview to hr.flipkart@india-recruitments.in.,fake
Get your instant loan of ₹10 lakhs. Just Telegram interview to start the process.,fake
You are eligible for a personal loan of ₹10 lakhs. Apply securely via naukri.com.,real
Get your instant loan of ₹2.5 lakhs. Just Google Form submission to start the process.,fake
Get your instant loan of ₹3 lakhs. Just Telegram interview to start the process.,fake
Immediate job opening for data entry operator at Capgemini. send ₹1299 to hr.capgemini@job-offer-portal.net.,fake
HCL is hiring driver. Candidates must apply online via naukri.com.,real
Flipkart is hiring backend engineer. Candidates must submit resume via careers page via careers.infosys.com.,real
Immediate job opening for security officer at HCL. Google Form submission to hr.hcl@yahoo.in.,fake
Immediate job opening for data entry operator at Flipkart. pay ₹799 to hr.flipkart@india-recruitments.in.,fake
Get your instant loan of ₹1 lakh. Just WhatsApp resume to start the process.,fake
Immediate job opening for data entry operator at Tech Mahindra. WhatsApp resume to hr.tech mahindra@yahoo.in.,fake
Get your instant loan of ₹1 lakh. Just Google Form submission to start the process.,fake
Flipkart is hiring backend engineer. Candidates must submit resume via careers page via amazon.jobs.,real
Immediate job opening for data entry operator at HCL. send ₹1299 to hr.hcl@india-recruitments.in.,fake
TCS is hiring support staff. Candidates must submit resume via careers page via linkedin.com.,real
Infosys is hiring driver. Candidates must submit resume via careers page via naukri.com.,real
Get your instant loan of ₹5 lakhs. Just Telegram interview to start the process.,fake
HCL is hiring support staff. Candidates must HR email confirmation via careers.infosys.com.,real
Get your instant loan of ₹3 lakhs. Just Telegram interview to start the process.,fake
"Get your instant loan of ₹50,000. Just pay ₹799 to start the process.",fake
Immediate job opening for software developer at HCL. Google Form submission to hr.hcl@india-recruitments.in.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via amazon.jobs.,real
"You are eligible for a personal loan of ₹50,000. Apply securely via tcs.com/careers.",real
Immediate job opening for backend engineer at Zomato. WhatsApp resume to hr.zomato@job-offer-portal.net.,fake
Immediate job opening for backend engineer at Swiggy. send ₹1299 to hr.swiggy@india-recruitments.in.,fake
Immediate job opening for software developer at Tech Mahindra. Google Form submission to hr.tech mahindra@yahoo.in.,fake
Get your instant loan of ₹10 lakhs. Just Telegram interview to start the process.,fake
Swiggy is hiring software developer. Candidates must submit resume via careers page via amazon.jobs.,real
Infosys is hiring driver. Candidates must interview scheduled officially via linkedin.com.,real
You are eligible for a personal loan of ₹3 lakhs. Apply securely via naukri.com.,real
Get your instant loan of ₹5 lakhs. Just WhatsApp resume to start the process.,fake
"Get your instant loan of ₹50,000. Just Google Form submission to start the process.",fake
HCL is hiring driver. Candidates must apply online via linkedin.com.,real
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via tcs.com/careers.,real
Get your instant loan of ₹10 lakhs. Just send ₹1299 to start the process.,fake
Amazon is hiring software developer. Candidates must HR email confirmation via linkedin.com.,real
You are eligible for a personal loan of ₹1 lakh. Apply securely via linkedin.com.,real
You are eligible for a personal loan of ₹1 lakh. Apply securely via careers.infosys.com.,real
Immediate job opening for backend engineer at Flipkart. Telegram interview to hr.flipkart@gmail.com.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via careers.infosys.com.,real
Immediate job opening for software developer at Amazon. Google Form submission to hr.amazon@job-offer-portal.net.,fake
Immediate job opening for support staff at Tech Mahindra. pay ₹799 to hr.tech mahindra@india-recruitments.in.,fake
Get your instant loan of ₹1 lakh. Just send ₹1299 to start the process.,fake
Get your instant loan of ₹5 lakhs. Just send ₹1299 to start the process.,fake
Immediate job opening for software developer at Infosys. send ₹1299 to hr.infosys@job-offer-portal.net.,fake
Immediate job opening for driver at TCS. pay ₹799 to hr.tcs@yahoo.in.,fake
You are eligible for a personal loan of ₹1 lakh. Apply securely via linkedin.com.,real
Tech Mahindra is hiring software developer. Candidates must HR email confirmation via amazon.jobs.,real
You are eligible for a personal loan of ₹5 lakhs. Apply securely via amazon.jobs.,real
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via linkedin.com.,real
You are eligible for a personal loan of ₹1 lakh. Apply securely via tcs.com/careers.,real
Zomato is hiring data entry operator. Candidates must apply online via amazon.jobs.,real
Get your instant loan of ₹10 lakhs. Just pay ₹799 to start the process.,fake
TCS is hiring security officer. Candidates must interview scheduled officially via amazon.jobs.,real
Get your instant loan of ₹5 lakhs. Just pay ₹799 to start the process.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via linkedin.com.,real
TCS is hiring software developer. Candidates must apply online via linkedin.com.,real
"Get your instant loan of ₹50,000. Just WhatsApp resume to start the process.",fake
Get your instant loan of ₹5 lakhs. Just send ₹1299 to start the process.,fake
You are eligible for a personal loan of ₹1 lakh. Apply securely via careers.infosys.com.,real
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via careers.infosys.com.,real
Get your instant loan of ₹3 lakhs. Just Google Form submission to start the process.,fake
Get your instant loan of ₹10 lakhs. Just Google Form submission to start the process.,fake
Immediate job opening for driver at HCL. pay ₹799 to hr.hcl@india-recruitments.in.,fake
"Get your instant loan of ₹50,000. Just WhatsApp resume to start the process.",fake
You are eligible for a personal loan of ₹1 lakh. Apply securely via careers.infosys.com.,real
Get your instant loan of ₹5 lakhs. Just send ₹1299 to start the process.,fake
Zomato is hiring software developer. Candidates must submit resume via careers page via linkedin.com.,real
Immediate job opening for data entry operator at Swiggy. pay ₹799 to hr.swiggy@gmail.com.,fake
Tech Mahindra is hiring software developer. Candidates must submit resume via careers page via careers.infosys.com.,real
Swiggy is hiring security officer. Candidates must interview scheduled officially via tcs.com/careers.,real
Immediate job opening for software developer at Infosys. send ₹1299 to hr.infosys@india-recruitments.in.,fake
Get your instant loan of ₹5 lakhs. Just send ₹1299 to start the process.,fake
Get your instant loan of ₹3 lakhs. Just Telegram interview to start the process.,fake
"Get your instant loan of ₹50,000. Just Google Form submission to start the process.",fake
Immediate job opening for data entry operator at Zomato. Telegram interview to hr.zomato@yahoo.in.,fake
Immediate job opening for driver at Zomato. send ₹1299 to hr.zomato@gmail.com.,fake
Immediate job opening for data entry operator at Wipro. Google Form submission to hr.wipro@gmail.com.,fake
Immediate job opening for security officer at Flipkart. send ₹1299 to hr.flipkart@job-offer-portal.net.,fake
Immediate job opening for backend engineer at Zomato. send ₹1299 to hr.zomato@gmail.com.,fake
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via tcs.com/careers.,real
You are eligible for a personal loan of ₹10 lakhs. Apply securely via naukri.com.,real
TCS is hiring software developer. Candidates must submit resume via careers page via naukri.com.,real
TCS is hiring software developer. Candidates must interview scheduled officially via tcs.com/careers.,real
You are eligible for a personal loan of ₹3 lakhs. Apply securely via naukri.com.,real
Get your instant loan of ₹10 lakhs. Just send ₹1299 to start the process.,fake
"Get your instant loan of ₹50,000. Just send ₹1299 to start the process.",fake
HCL is hiring software developer. Candidates must apply online via naukri.com.,real
Get your instant loan of ₹1 lakh. Just Telegram interview to start the process.,fake
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via naukri.com.,real
Amazon is hiring security officer. Candidates must submit resume via careers page via linkedin.com.,real
Infosys is hiring data entry operator. Candidates must HR email confirmation via tcs.com/careers.,real
Flipkart is hiring data entry operator. Candidates must apply online via linkedin.com.,real
You are eligible for a personal loan of ₹10 lakhs. Apply securely via tcs.com/careers.,real
Get your instant loan of ₹1 lakh. Just pay ₹799 to start the process.,fake
Get your instant loan of ₹1 lakh. Just pay ₹799 to start the process.,fake
You are eligible for a personal loan of ₹5 lakhs. Apply securely via naukri.com.,real
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via naukri.com.,real
You are eligible for a personal loan of ₹1 lakh. Apply securely via tcs.com/careers.,real
Capgemini is hiring data entry operator. Candidates must interview scheduled officially via amazon.jobs.,real
Get your instant loan of ₹2.5 lakhs. Just pay ₹799 to start the process.,fake
Immediate job opening for software developer at Zomato. WhatsApp resume to hr.zomato@gmail.com.,fake
Get your instant loan of ₹10 lakhs. Just WhatsApp resume to start the process.,fake
"You are eligible for a personal loan of ₹50,000. Apply securely via careers.infosys.com.",real
Infosys is hiring data entry operator. Candidates must apply online via careers.infosys.com.,real
Immediate job opening for data entry operator at Zomato. pay ₹799 to hr.zomato@yahoo.in.,fake
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via linkedin.com.,real
"Get your instant loan of ₹50,000. Just Google Form submission to start the process.",fake
Immediate job opening for software developer at Flipkart. send ₹1299 to hr.flipkart@india-recruitments.in.,fake
Immediate job opening for security officer at Swiggy. send ₹1299 to hr.swiggy@job-offer-portal.net.,fake
HCL is hiring security officer. Candidates must apply online via linkedin.com.,real
Capgemini is hiring support staff. Candidates must interview scheduled officially via amazon.jobs.,real
Get your instant loan of ₹2.5 lakhs. Just pay ₹799 to start the process.,fake
Immediate job opening for data entry operator at Tech Mahindra. Telegram interview to hr.tech mahindra@yahoo.in.,fake
HCL is hiring support staff. Candidates must interview scheduled officially via naukri.com.,real
Capgemini is hiring support staff. Candidates must interview scheduled officially via linkedin.com.,real
Amazon is hiring driver. Candidates must apply online via careers.infosys.com.,real
Immediate job opening for backend engineer at Flipkart. send ₹1299 to hr.flipkart@yahoo.in.,fake
Get your instant loan of ₹1 lakh. Just Telegram interview to start the process.,fake
Get your instant loan of ₹2.5 lakhs. Just WhatsApp resume to start the process.,fake
HCL is hiring data entry operator. Candidates must HR email confirmation via amazon.jobs.,real
HCL is hiring data entry operator. Candidates must interview scheduled officially via tcs.com/careers.,real
Immediate job opening for software developer at Infosys. WhatsApp resume to hr.infosys@india-recruitments.in.,fake
Immediate job opening for software developer at Swiggy. pay ₹799 to hr.swiggy@job-offer-portal.net.,fake
You are eligible for a personal loan of ₹5 lakhs. Apply securely via linkedin.com.,real
Immediate job opening for backend engineer at TCS. Telegram interview to hr.tcs@job-offer-portal.net.,fake
TCS is hiring backend engineer. Candidates must submit resume via careers page via linkedin.com.,real
You are eligible for a personal loan of ₹3 lakhs. Apply securely via careers.infosys.com.,real
You are eligible for a personal loan of ₹10 lakhs. Apply securely via amazon.jobs.,real
Tech Mahindra is hiring software developer. Candidates must apply online via naukri.com.,real
Immediate job opening for software developer at Zomato. Telegram interview to hr.zomato@job-offer-portal.net.,fake
Immediate job opening for support staff at HCL. WhatsApp resume to hr.hcl@job-offer-portal.net.,fake
Immediate job opening for driver at Wipro. pay ₹799 to hr.wipro@india-recruitments.in.,fake
Capgemini is hiring backend engineer. Candidates must HR email confirmation via amazon.jobs.,real
Get your instant loan of ₹10 lakhs. Just pay ₹799 to start the process.,fake
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via linkedin.com.,real
Wipro is hiring security officer. Candidates must HR email confirmation via tcs.com/careers.,real
Get your instant loan of ₹3 lakhs. Just send ₹1299 to start the process.,fake
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via linkedin.com.,real
Get your instant loan of ₹2.5 lakhs. Just Google Form submission to start the process.,fake
TCS is hiring support staff. Candidates must submit resume via careers page via linkedin.com.,real
You are eligible for a personal loan of ₹1 lakh. Apply securely via careers.infosys.com.,real
Immediate job opening for driver at Capgemini. Google Form submission to hr.capgemini@yahoo.in.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via naukri.com.,real
Get your instant loan of ₹1 lakh. Just WhatsApp resume to start the process.,fake
Get your instant loan of ₹2.5 lakhs. Just Google Form submission to start the process.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via tcs.com/careers.,real
Infosys is hiring data entry operator. Candidates must apply online via careers.infosys.com.,real
Immediate job opening for data entry operator at Wipro. send ₹1299 to hr.wipro@job-offer-portal.net.,fake
Get your instant loan of ₹3 lakhs. Just WhatsApp resume to start the process.,fake
Get your instant loan of ₹10 lakhs. Just Google Form submission to start the process.,fake
Immediate job opening for data entry operator at Amazon. Google Form submission to hr.amazon@india-recruitments.in.,fake
"Get your instant loan of ₹50,000. Just WhatsApp resume to start the process.",fake
Immediate job opening for data entry operator at Amazon. pay ₹799 to hr.amazon@yahoo.in.,fake
TCS is hiring support staff. Candidates must apply online via naukri.com.,real
Immediate job opening for security officer at Capgemini. send ₹1299 to hr.capgemini@job-offer-portal.net.,fake
Tech Mahindra is hiring support staff. Candidates must apply online via tcs.com/careers.,real
Flipkart is hiring support staff. Candidates must apply online via tcs.com/careers.,real
You are eligible for a personal loan of ₹1 lakh. Apply securely via tcs.com/careers.,real
Get your instant loan of ₹5 lakhs. Just send ₹1299 to start the process.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via tcs.com/careers.,real
You are eligible for a personal loan of ₹3 lakhs. Apply securely via amazon.jobs.,real
"Get your instant loan of ₹50,000. Just WhatsApp resume to start the process.",fake
Immediate job opening for backend engineer at Tech Mahindra. Telegram interview to hr.tech mahindra@yahoo.in.,fake
"You are eligible for a personal loan of ₹50,000. Apply securely via linkedin.com.",real
Immediate job opening for driver at Tech Mahindra. Telegram interview to hr.tech mahindra@india-recruitments.in.,fake
Get your instant loan of ₹2.5 lakhs. Just WhatsApp resume to start the process.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via naukri.com.,real
You are eligible for a personal loan of ₹3 lakhs. Apply securely via linkedin.com.,real
Get your instant loan of ₹2.5 lakhs. Just Telegram interview to start the process.,fake
You are eligible for a personal loan of ₹3 lakhs. Apply securely via tcs.com/careers.,real
HCL is hiring driver. Candidates must interview scheduled officially via careers.infosys.com.,real
You are eligible for a personal loan of ₹10 lakhs. Apply securely via linkedin.com.,real
You are eligible for a personal loan of ₹2.5 lakhs. Apply securely via linkedin.com.,real
Immediate job opening for data entry operator at Infosys. Telegram interview to hr.infosys@gmail.com.,fake
Immediate job opening for support staff at Infosys. pay ₹799 to hr.infosys@india-recruitments.in.,fake
Get your instant loan of ₹5 lakhs. Just pay ₹799 to start the process.,fake
Immediate job opening for data entry operator at Wipro. pay ₹799 to hr.wipro@job-offer-portal.net.,fake
Infosys is hiring data entry operator. Candidates must HR email confirmation via careers.infosys.com.,real
TCS is hiring driver. Candidates must apply online via tcs.com/careers.,real
Immediate job opening for driver at Flipkart. pay ₹799 to hr.flipkart@india-recruitments.in.,fake
Immediate job opening for security officer at Amazon. Telegram interview to hr.amazon@job-offer-portal.net.,fake
Get your instant loan of ₹1 lakh. Just Google Form submission to start the process.,fake
Capgemini is hiring security officer. Candidates must submit resume via careers page via linkedin.com.,real
You are eligible for a personal loan of ₹10 lakhs. Apply securely via linkedin.com.,real
Immediate job opening for driver at Amazon. Google Form submission to hr.amazon@job-offer-portal.net.,fake
Get your instant loan of ₹5 lakhs. Just WhatsApp resume to start the process.,fake
Immediate job opening for software developer at HCL. send ₹1299 to hr.hcl@india-recruitments.in.,fake
Immediate job opening for software developer at HCL. send ₹1299 to hr.hcl@job-offer-portal.net.,fake
